user_id,subscription_type,join_date,last_payment date,country,age,gender,device,plan_duration
741,Premium,09-06-22,30-06-23,Spain,47,Male,Smart TV,1 Month
742,Basic,10-06-22,30-06-23,Spain,51,Male,Smartphone,1 Month
743,Standard,10-06-22,28-06-23,United States,31,Female,Laptop,1 Month
744,Premium,11-06-22,29-06-23,Canada,34,Female,Tablet,1 Month
745,Basic,12-06-22,30-06-23,United States,28,Female,Laptop,1 Month
746,Basic,15-06-22,30-06-23,United States,32,Male,Smartphone,1 Month
747,Basic,25-06-22,29-06-23,Canada,41,Male,Smart TV,1 Month
748,Standard,30-06-22,28-06-23,United Kingdom,40,Male,Smart TV,1 Month
749,Premium,06-07-22,30-06-23,Australia,46,Male,Smart TV,1 Month
750,Basic,09-07-22,29-06-23,Germany,47,Male,Smart TV,1 Month
751,Basic,18-07-22,29-06-23,France,45,Female,Laptop,1 Month
752,Premium,24-07-22,28-06-23,Brazil,28,Female,Smartphone,1 Month
753,Standard,27-07-22,30-06-23,Mexico,43,Female,Smartphone,1 Month
754,Standard,10-08-22,29-06-23,Spain,41,Male,Laptop,1 Month
755,Basic,16-08-22,30-06-23,Italy,32,Male,Tablet,1 Month
756,Premium,23-08-22,29-06-23,Spain,44,Female,Smartphone,1 Month
757,Standard,03-09-22,30-06-23,Spain,32,Male,Laptop,1 Month
758,Basic,04-09-22,29-06-23,United States,47,Male,Laptop,1 Month
759,Standard,05-09-22,29-06-23,Canada,37,Male,Smart TV,1 Month
760,Premium,04-09-22,01-07-23,United States,40,Female,Smartphone,1 Month
761,Basic,31-08-22,29-06-23,United States,48,Female,Smart TV,1 Month
762,Premium,01-09-22,02-07-23,Canada,48,Male,Laptop,1 Month
763,Standard,15-09-22,29-06-23,United Kingdom,35,Male,Laptop,1 Month
764,Basic,18-09-22,03-07-23,Australia,28,Male,Smart TV,1 Month
765,Standard,28-09-22,29-06-23,Germany,35,Female,Smart TV,1 Month
766,Premium,30-09-22,01-07-23,France,43,Male,Smartphone,1 Month
767,Basic,07-10-22,29-06-23,Brazil,39,Male,Laptop,1 Month
768,Standard,08-10-22,02-07-23,Mexico,38,Female,Laptop,1 Month
769,Premium,08-10-22,30-06-23,Spain,36,Female,Smart TV,1 Month
770,Basic,03-10-22,01-07-23,Italy,42,Female,Laptop,1 Month
771,Premium,04-10-22,28-06-23,Spain,27,Male,Tablet,1 Month
772,Basic,02-10-22,01-07-23,Spain,48,Male,Laptop,1 Month
773,Standard,01-10-22,30-06-23,United States,27,Female,Smart TV,1 Month
774,Standard,03-10-22,02-07-23,Canada,49,Male,Smartphone,1 Month
775,Basic,20-10-22,28-06-23,United States,29,Male,Tablet,1 Month
776,Premium,21-10-22,01-07-23,United States,44,Male,Laptop,1 Month
777,Basic,28-10-22,30-06-23,Canada,31,Male,Smartphone,1 Month
778,Standard,03-11-22,01-07-23,United Kingdom,33,Male,Tablet,1 Month
779,Premium,07-11-22,28-06-23,Australia,36,Female,Smart TV,1 Month
780,Basic,12-11-22,30-06-23,Germany,43,Female,Laptop,1 Month
781,Premium,13-11-22,29-06-23,France,30,Female,Smartphone,1 Month
782,Basic,02-11-22,01-07-23,Brazil,44,Female,Laptop,1 Month
783,Standard,01-11-22,29-06-23,Mexico,37,Female,Laptop,1 Month
784,Standard,31-10-22,30-06-23,Spain,27,Male,Laptop,1 Month
785,Basic,28-10-22,29-06-23,Italy,35,Female,Laptop,1 Month
786,Premium,24-10-22,30-06-23,Spain,32,Male,Smart TV,1 Month
787,Basic,03-10-22,29-06-23,Spain,49,Female,Laptop,1 Month
788,Standard,13-09-22,30-06-23,United States,45,Female,Tablet,1 Month
789,Premium,02-09-22,30-06-23,Canada,33,Female,Smartphone,1 Month
790,Basic,30-08-22,30-06-23,United States,37,Female,Smartphone,1 Month
791,Premium,25-08-22,30-06-23,United States,29,Male,Smartphone,1 Month
792,Basic,11-08-22,30-06-23,Canada,45,Male,Smart TV,1 Month
793,Standard,05-08-22,30-06-23,United Kingdom,42,Female,Smartphone,1 Month
794,Standard,02-08-22,30-06-23,Australia,32,Female,Smart TV,1 Month
795,Basic,03-08-22,01-07-23,Germany,47,Male,Smartphone,1 Month
796,Premium,04-08-22,01-07-23,France,27,Male,Smart TV,1 Month
797,Basic,05-08-22,30-06-23,Brazil,35,Male,Tablet,1 Month
798,Standard,12-07-22,30-06-23,Mexico,35,Male,Laptop,1 Month
799,Premium,02-07-22,30-06-23,Spain,48,Male,Tablet,1 Month
800,Basic,26-06-22,30-06-23,Italy,36,Male,Smartphone,1 Month
801,Premium,22-06-22,29-06-23,Spain,46,Male,Smartphone,1 Month
802,Basic,22-06-22,30-06-23,Spain,33,Female,Smartphone,1 Month
803,Standard,19-06-22,01-07-23,United States,43,Male,Smart TV,1 Month
804,Standard,22-06-22,02-07-23,Canada,47,Female,Smartphone,1 Month
805,Basic,27-06-22,28-06-23,United States,39,Female,Laptop,1 Month
806,Premium,01-07-22,30-06-23,United States,30,Female,Laptop,1 Month
807,Basic,28-06-22,30-06-23,Canada,46,Male,Tablet,1 Month
808,Standard,25-06-22,01-07-23,United Kingdom,39,Male,Smart TV,1 Month
809,Premium,22-06-22,28-06-23,Australia,28,Male,Smartphone,1 Month
810,Basic,09-06-22,29-06-23,Germany,38,Male,Smartphone,1 Month
811,Premium,10-06-22,30-06-23,France,36,Male,Laptop,1 Month
812,Basic,11-06-22,01-07-23,Brazil,33,Male,Laptop,1 Month
813,Standard,11-06-22,28-06-23,Mexico,50,Male,Smartphone,1 Month
814,Standard,12-06-22,29-06-23,Spain,38,Male,Smartphone,1 Month
815,Basic,13-06-22,30-06-23,Italy,29,Male,Smartphone,1 Month
816,Premium,18-06-22,30-06-23,Spain,47,Female,Smart TV,1 Month
817,Basic,29-06-22,30-06-23,Spain,31,Female,Tablet,1 Month
818,Standard,30-06-22,28-06-23,United States,40,Male,Tablet,1 Month
819,Premium,01-07-22,01-07-23,Canada,50,Male,Laptop,1 Month
820,Basic,07-07-22,30-06-23,United States,43,Female,Tablet,1 Month
821,Basic,13-07-22,29-06-23,United States,35,Female,Laptop,1 Month
822,Basic,24-07-22,29-06-23,Canada,36,Male,Laptop,1 Month
823,Standard,29-07-22,30-06-23,United Kingdom,30,Male,Smartphone,1 Month
824,Premium,31-07-22,30-06-23,Australia,47,Female,Smartphone,1 Month
825,Basic,09-08-22,30-06-23,Germany,30,Female,Laptop,1 Month
826,Basic,18-08-22,01-07-23,France,37,Male,Smart TV,1 Month
827,Premium,20-08-22,30-06-23,Brazil,34,Male,Smartphone,1 Month
828,Standard,30-08-22,30-06-23,Mexico,33,Female,Smart TV,1 Month
829,Standard,01-09-22,29-06-23,Spain,31,Male,Tablet,1 Month
830,Basic,02-09-22,03-07-23,Italy,30,Female,Smartphone,1 Month
831,Premium,02-09-22,29-06-23,Spain,35,Male,Smartphone,1 Month
832,Standard,15-09-22,02-07-23,Spain,40,Female,Tablet,1 Month
833,Basic,17-09-22,29-06-23,United States,29,Male,Smartphone,1 Month
834,Standard,26-09-22,03-07-23,Canada,34,Female,Smart TV,1 Month
835,Premium,27-09-22,29-06-23,United States,31,Male,Laptop,1 Month
836,Basic,04-10-22,01-07-23,United States,28,Male,Laptop,1 Month
837,Premium,06-10-22,29-06-23,Canada,46,Female,Smart TV,1 Month
838,Standard,07-10-22,02-07-23,United Kingdom,38,Male,Smartphone,1 Month
839,Basic,06-10-22,30-06-23,Australia,35,Female,Laptop,1 Month
840,Standard,07-10-22,03-07-23,Germany,49,Male,Smartphone,1 Month
841,Premium,06-10-22,29-06-23,France,42,Male,Smartphone,1 Month
842,Basic,06-10-22,02-07-23,Brazil,37,Female,Laptop,1 Month
843,Standard,04-10-22,01-07-23,Mexico,39,Female,Smartphone,1 Month
844,Premium,14-10-22,02-07-23,Spain,47,Female,Smart TV,1 Month
845,Basic,19-10-22,29-06-23,Italy,49,Male,Smartphone,1 Month
846,Premium,21-10-22,01-07-23,Spain,35,Male,Laptop,1 Month
847,Basic,28-10-22,30-06-23,Spain,36,Female,Smart TV,1 Month
848,Standard,01-11-22,02-07-23,United States,40,Male,Tablet,1 Month
849,Standard,12-11-22,29-06-23,Canada,30,Female,Smart TV,1 Month
850,Basic,13-11-22,30-06-23,United States,51,Female,Smart TV,1 Month
851,Premium,09-11-22,30-06-23,United States,47,Male,Laptop,1 Month
852,Basic,08-11-22,01-07-23,Canada,47,Female,Laptop,1 Month
853,Standard,06-11-22,30-06-23,United Kingdom,39,Male,Tablet,1 Month
854,Premium,07-11-22,30-06-23,Australia,49,Male,Smart TV,1 Month
855,Basic,02-11-22,01-07-23,Germany,33,Male,Laptop,1 Month
856,Premium,06-10-22,30-06-23,France,32,Female,Smart TV,1 Month
857,Basic,16-09-22,30-06-23,Brazil,40,Male,Smartphone,1 Month
858,Standard,10-09-22,30-06-23,Mexico,40,Female,Laptop,1 Month
859,Standard,04-09-22,30-06-23,Spain,51,Female,Tablet,1 Month
860,Basic,26-08-22,01-07-23,Italy,50,Male,Smart TV,1 Month
861,Premium,14-08-22,01-07-23,Spain,50,Female,Smart TV,1 Month
862,Basic,12-08-22,01-07-23,Spain,47,Male,Smartphone,1 Month
863,Standard,10-08-22,30-06-23,United States,35,Male,Laptop,1 Month
864,Premium,10-08-22,01-07-23,Canada,31,Male,Tablet,1 Month
865,Basic,04-08-22,01-07-23,United States,36,Male,Smartphone,1 Month
866,Premium,05-08-22,01-07-23,United States,41,Female,Smart TV,1 Month
867,Basic,17-07-22,30-06-23,Canada,49,Female,Tablet,1 Month
868,Standard,16-07-22,01-07-23,United Kingdom,34,Female,Tablet,1 Month
869,Standard,13-07-22,01-07-23,Australia,30,Female,Tablet,1 Month
870,Basic,03-07-22,02-07-23,Germany,38,Male,Laptop,1 Month
871,Premium,24-06-22,29-06-23,France,45,Male,Tablet,1 Month
872,Basic,21-06-22,01-07-23,Brazil,42,Female,Laptop,1 Month
873,Standard,22-06-22,01-07-23,Mexico,42,Female,Smart TV,1 Month
874,Premium,23-06-22,02-07-23,Spain,31,Male,Smart TV,1 Month
875,Basic,26-06-22,29-06-23,Italy,28,Male,Smart TV,1 Month
876,Premium,27-06-22,30-06-23,Spain,44,Male,Tablet,1 Month
877,Basic,28-06-22,01-07-23,Spain,30,Male,Smart TV,1 Month
878,Standard,28-06-22,02-07-23,United States,33,Male,Smartphone,1 Month
879,Standard,18-06-22,29-06-23,Canada,42,Female,Tablet,1 Month
880,Basic,11-06-22,30-06-23,United States,31,Male,Smart TV,1 Month
881,Premium,11-06-22,01-07-23,United States,31,Female,Smartphone,1 Month
882,Basic,12-06-22,01-07-23,Canada,46,Female,Smart TV,1 Month
883,Standard,13-06-22,29-06-23,United Kingdom,28,Female,Tablet,1 Month
884,Premium,13-06-22,29-06-23,Australia,50,Male,Tablet,1 Month
885,Basic,18-06-22,02-07-23,Germany,34,Male,Tablet,1 Month
886,Premium,23-06-22,30-06-23,France,45,Female,Smart TV,1 Month
887,Basic,26-06-22,30-06-23,Brazil,38,Female,Laptop,1 Month
888,Standard,29-06-22,29-06-23,Mexico,42,Female,Laptop,1 Month
889,Standard,02-07-22,01-07-23,Spain,45,Female,Smartphone,1 Month
890,Basic,06-07-22,30-06-23,Italy,44,Male,Smart TV,1 Month
891,Premium,18-07-22,30-06-23,Spain,50,Female,Smart TV,1 Month
892,Basic,29-07-22,30-06-23,Spain,38,Male,Tablet,1 Month
893,Standard,30-07-22,01-07-23,United States,42,Female,Smart TV,1 Month
894,Premium,03-08-22,01-07-23,Canada,50,Male,Smart TV,1 Month
895,Basic,15-08-22,30-06-23,United States,30,Male,Smartphone,1 Month
896,Basic,20-08-22,01-07-23,United States,47,Female,Smartphone,1 Month
897,Basic,21-08-22,30-06-23,Canada,32,Female,Laptop,1 Month
898,Standard,30-08-22,02-07-23,United Kingdom,31,Female,Tablet,1 Month
899,Premium,01-09-22,29-06-23,Australia,37,Male,Laptop,1 Month
900,Basic,02-09-22,03-07-23,Germany,32,Female,Smartphone,1 Month
901,Basic,04-09-22,30-06-23,France,29,Male,Smartphone,1 Month
902,Premium,10-09-22,02-07-23,Brazil,28,Male,Tablet,1 Month
903,Standard,25-09-22,29-06-23,Mexico,42,Male,Laptop,1 Month
904,Standard,27-09-22,03-07-23,Spain,37,Male,Tablet,1 Month
905,Basic,01-10-22,30-06-23,Italy,38,Female,Laptop,1 Month
906,Premium,06-10-22,02-07-23,Spain,32,Male,Smart TV,1 Month
907,Standard,07-10-22,30-06-23,Spain,48,Male,Laptop,1 Month
908,Basic,08-10-22,03-07-23,United States,46,Female,Smart TV,1 Month
909,Standard,08-10-22,01-07-23,Canada,30,Male,Tablet,1 Month
910,Premium,08-10-22,03-07-23,United States,40,Female,Smart TV,1 Month
911,Basic,08-10-22,29-06-23,United States,29,Male,Smart TV,1 Month
912,Premium,08-10-22,02-07-23,Canada,41,Male,Tablet,1 Month
913,Standard,10-10-22,01-07-23,United Kingdom,32,Male,Laptop,1 Month
914,Basic,19-10-22,02-07-23,Australia,44,Female,Smart TV,1 Month
915,Standard,20-10-22,29-06-23,Germany,41,Male,Laptop,1 Month
916,Premium,26-10-22,01-07-23,France,50,Female,Smartphone,1 Month
917,Basic,29-10-22,30-06-23,Brazil,33,Female,Tablet,1 Month
918,Standard,31-10-22,02-07-23,Mexico,34,Female,Smart TV,1 Month
919,Premium,11-11-22,29-06-23,Spain,40,Male,Smartphone,1 Month
920,Basic,09-11-22,01-07-23,Italy,34,Female,Tablet,1 Month
921,Premium,09-11-22,01-07-23,Spain,27,Female,Smart TV,1 Month
922,Basic,07-11-22,01-07-23,Spain,34,Male,Tablet,1 Month
923,Standard,08-11-22,30-06-23,United States,28,Male,Tablet,1 Month
924,Standard,05-11-22,01-07-23,Canada,37,Female,Smart TV,1 Month
925,Basic,25-10-22,01-07-23,United States,27,Female,Laptop,1 Month
926,Premium,23-10-22,02-07-23,United States,33,Female,Laptop,1 Month
927,Basic,20-10-22,02-07-23,Canada,42,Male,Laptop,1 Month
928,Standard,14-10-22,01-07-23,United Kingdom,49,Male,Smartphone,1 Month
929,Premium,29-08-22,30-06-23,Australia,44,Male,Smart TV,1 Month
930,Basic,18-08-22,01-07-23,Germany,47,Male,Laptop,1 Month
931,Premium,13-08-22,02-07-23,France,33,Male,Laptop,1 Month
932,Basic,11-08-22,02-07-23,Brazil,37,Male,Smart TV,1 Month
933,Standard,11-08-22,01-07-23,Mexico,35,Male,Laptop,1 Month
934,Standard,06-08-22,01-07-23,Spain,34,Female,Smartphone,1 Month
935,Basic,07-08-22,02-07-23,Italy,44,Male,Smartphone,1 Month
936,Premium,18-07-22,02-07-23,Spain,29,Male,Tablet,1 Month
937,Basic,17-07-22,30-06-23,Spain,38,Male,Smartphone,1 Month
938,Standard,15-07-22,02-07-23,United States,46,Male,Smart TV,1 Month
939,Premium,14-07-22,02-07-23,Canada,29,Male,Tablet,1 Month
940,Basic,26-06-22,03-07-23,United States,48,Female,Smart TV,1 Month
941,Premium,26-06-22,29-06-23,United States,36,Male,Smart TV,1 Month
942,Basic,22-06-22,01-07-23,Canada,43,Male,Laptop,1 Month
943,Standard,23-06-22,01-07-23,United Kingdom,42,Female,Smart TV,1 Month
944,Standard,24-06-22,02-07-23,Australia,50,Male,Tablet,1 Month
945,Basic,26-06-22,29-06-23,Germany,39,Male,Laptop,1 Month
946,Premium,28-06-22,01-07-23,France,43,Female,Laptop,1 Month
947,Basic,29-06-22,02-07-23,Brazil,50,Female,Tablet,1 Month
948,Standard,26-06-22,02-07-23,Mexico,51,Male,Laptop,1 Month
949,Premium,26-06-22,30-06-23,Spain,40,Male,Tablet,1 Month
950,Basic,20-06-22,30-06-23,Italy,31,Male,Tablet,1 Month
951,Premium,18-06-22,03-07-23,Spain,39,Female,Smartphone,1 Month
952,Basic,16-06-22,01-07-23,Spain,49,Female,Tablet,1 Month
953,Standard,16-06-22,30-06-23,United States,34,Female,Laptop,1 Month
954,Standard,17-06-22,30-06-23,Canada,38,Male,Smartphone,1 Month
955,Basic,20-06-22,02-07-23,United States,36,Female,Laptop,1 Month
956,Premium,24-06-22,01-07-23,United States,42,Female,Smart TV,1 Month
957,Basic,27-06-22,01-07-23,Canada,50,Male,Tablet,1 Month
958,Standard,02-07-22,01-07-23,United Kingdom,42,Female,Laptop,1 Month
959,Premium,04-07-22,02-07-23,Australia,35,Female,Laptop,1 Month
960,Basic,15-07-22,30-06-23,Germany,46,Female,Tablet,1 Month
961,Premium,23-07-22,01-07-23,France,48,Male,Laptop,1 Month
962,Basic,29-07-22,01-07-23,Brazil,43,Female,Laptop,1 Month
963,Standard,01-08-22,01-07-23,Mexico,51,Female,Tablet,1 Month
964,Standard,12-08-22,03-07-23,Spain,45,Male,Smart TV,1 Month
965,Basic,14-08-22,30-06-23,Italy,46,Male,Laptop,1 Month
966,Premium,16-08-22,04-07-23,Spain,42,Female,Laptop,1 Month
967,Basic,26-08-22,30-06-23,Spain,42,Female,Smartphone,1 Month
968,Standard,31-08-22,03-07-23,United States,50,Male,Tablet,1 Month
969,Premium,02-09-22,30-06-23,Canada,28,Male,Smart TV,1 Month
970,Basic,03-09-22,03-07-23,United States,44,Female,Tablet,1 Month
971,Basic,05-09-22,01-07-23,United States,36,Male,Tablet,1 Month
972,Basic,10-09-22,02-07-23,Canada,37,Female,Laptop,1 Month
973,Standard,17-09-22,01-07-23,United Kingdom,36,Male,Smartphone,1 Month
974,Premium,28-09-22,03-07-23,Australia,31,Male,Smartphone,1 Month
975,Basic,02-10-22,30-06-23,Germany,36,Female,Smart TV,1 Month
976,Basic,05-10-22,03-07-23,France,39,Female,Laptop,1 Month
977,Premium,07-10-22,30-06-23,Brazil,45,Female,Laptop,1 Month
978,Standard,08-10-22,03-07-23,Mexico,29,Male,Smart TV,1 Month
979,Standard,08-10-22,01-07-23,Spain,45,Male,Smartphone,1 Month
980,Basic,09-10-22,03-07-23,Italy,29,Male,Smart TV,1 Month
981,Premium,09-10-22,30-06-23,Spain,28,Female,Smart TV,1 Month
982,Standard,10-10-22,02-07-23,Spain,42,Female,Smart TV,1 Month
983,Basic,14-10-22,01-07-23,United States,36,Female,Smartphone,1 Month
984,Standard,16-10-22,03-07-23,Canada,39,Male,Smart TV,1 Month
985,Premium,21-10-22,29-06-23,United States,36,Male,Smart TV,1 Month
986,Basic,25-10-22,01-07-23,United States,49,Male,Laptop,1 Month
987,Premium,30-10-22,01-07-23,Canada,32,Female,Tablet,1 Month
988,Standard,31-10-22,02-07-23,United Kingdom,40,Female,Smartphone,1 Month
989,Basic,08-11-22,01-07-23,Australia,34,Male,Smartphone,1 Month
990,Standard,09-11-22,01-07-23,Germany,35,Male,Smartphone,1 Month
991,Premium,07-11-22,01-07-23,France,44,Female,Smart TV,1 Month
992,Basic,08-11-22,03-07-23,Brazil,47,Female,Smartphone,1 Month
993,Standard,08-11-22,03-07-23,Mexico,33,Female,Laptop,1 Month
994,Premium,31-10-22,02-07-23,Spain,45,Male,Tablet,1 Month
995,Basic,28-10-22,01-07-23,Italy,42,Female,Tablet,1 Month
996,Premium,25-10-22,02-07-23,Spain,46,Male,Tablet,1 Month
997,Basic,18-10-22,02-07-23,Spain,51,Male,Tablet,1 Month
998,Standard,25-09-22,02-07-23,United States,41,Female,Laptop,1 Month
999,Standard,26-08-22,01-07-23,Canada,50,Female,Tablet,1 Month
1000,Basic,20-08-22,02-07-23,United States,49,Female,Smartphone,1 Month
1001,Premium,12-08-22,03-07-23,United States,34,Female,Laptop,1 Month
1002,Basic,12-08-22,03-07-23,Canada,38,Female,Tablet,1 Month
1003,Standard,11-08-22,01-07-23,United Kingdom,46,Male,Smart TV,1 Month
1004,Premium,11-08-22,02-07-23,Australia,42,Male,Smart TV,1 Month
1005,Basic,10-08-22,02-07-23,Germany,46,Male,Laptop,1 Month
1006,Premium,31-07-22,03-07-23,France,51,Female,Smart TV,1 Month
1007,Basic,17-07-22,30-06-23,Brazil,35,Male,Smart TV,1 Month
1008,Standard,15-07-22,02-07-23,Mexico,34,Female,Smartphone,1 Month
1009,Standard,05-07-22,02-07-23,Spain,31,Female,Laptop,1 Month
1010,Basic,01-07-22,03-07-23,Italy,36,Female,Tablet,1 Month
1011,Premium,01-07-22,30-06-23,Spain,28,Male,Smart TV,1 Month
1012,Basic,26-06-22,01-07-23,Spain,29,Female,Smartphone,1 Month
1013,Standard,27-06-22,02-07-23,United States,42,Female,Smart TV,1 Month
1014,Premium,28-06-22,02-07-23,Canada,35,Female,Smartphone,1 Month
1015,Basic,28-06-22,30-06-23,United States,32,Female,Laptop,1 Month
1016,Premium,29-06-22,01-07-23,United States,43,Female,Tablet,1 Month
1017,Basic,26-06-22,02-07-23,Canada,29,Male,Smartphone,1 Month
1018,Standard,26-06-22,02-07-23,United Kingdom,35,Female,Tablet,1 Month
1019,Standard,24-06-22,30-06-23,Australia,27,Female,Tablet,1 Month
1020,Basic,21-06-22,01-07-23,Germany,38,Male,Tablet,1 Month
1021,Premium,22-06-22,03-07-23,France,33,Male,Smart TV,1 Month
1022,Basic,18-06-22,02-07-23,Brazil,48,Male,Laptop,1 Month
1023,Standard,18-06-22,02-07-23,Mexico,51,Female,Laptop,1 Month
1024,Premium,20-06-22,01-07-23,Spain,40,Female,Smartphone,1 Month
1025,Basic,23-06-22,03-07-23,Italy,28,Male,Smartphone,1 Month
1026,Premium,26-06-22,01-07-23,Spain,46,Female,Laptop,1 Month
1027,Basic,02-07-22,01-07-23,Spain,28,Female,Tablet,1 Month
1028,Standard,04-07-22,01-07-23,United States,47,Male,Tablet,1 Month
1029,Standard,07-07-22,02-07-23,Canada,47,Male,Smartphone,1 Month
1030,Basic,14-07-22,01-07-23,United States,50,Male,Smartphone,1 Month
1031,Premium,20-07-22,01-07-23,United States,50,Female,Smart TV,1 Month
1032,Basic,23-07-22,02-07-23,Canada,29,Male,Smartphone,1 Month
1033,Standard,30-07-22,01-07-23,United Kingdom,38,Male,Tablet,1 Month
1034,Premium,12-08-22,03-07-23,Australia,40,Female,Tablet,1 Month
1035,Basic,14-08-22,01-07-23,Germany,43,Male,Smartphone,1 Month
1036,Premium,22-08-22,04-07-23,France,27,Female,Smartphone,1 Month
1037,Basic,29-08-22,30-06-23,Brazil,37,Female,Tablet,1 Month
1038,Standard,02-09-22,03-07-23,Mexico,30,Male,Smartphone,1 Month
1039,Standard,03-09-22,01-07-23,Spain,50,Male,Laptop,1 Month
1040,Basic,04-09-22,04-07-23,Italy,51,Male,Smartphone,1 Month
1041,Premium,06-09-22,01-07-23,Spain,37,Female,Laptop,1 Month
1042,Basic,10-09-22,02-07-23,Spain,35,Female,Tablet,1 Month
1043,Standard,20-09-22,01-07-23,United States,35,Male,Tablet,1 Month
1044,Premium,26-09-22,03-07-23,Canada,46,Male,Tablet,1 Month
1045,Basic,04-10-22,01-07-23,United States,27,Male,Tablet,1 Month
1046,Basic,06-10-22,03-07-23,United States,27,Male,Laptop,1 Month
1047,Basic,07-10-22,01-07-23,Canada,39,Female,Laptop,1 Month
1048,Standard,08-10-22,03-07-23,United Kingdom,51,Male,Tablet,1 Month
1049,Premium,09-10-22,01-07-23,Australia,41,Male,Smartphone,1 Month
1050,Basic,10-10-22,03-07-23,Germany,30,Female,Smart TV,1 Month
1051,Basic,10-10-22,30-06-23,France,46,Male,Laptop,1 Month
1052,Premium,14-10-22,02-07-23,Brazil,31,Male,Tablet,1 Month
1053,Standard,15-10-22,01-07-23,Mexico,49,Male,Smartphone,1 Month
1054,Standard,17-10-22,03-07-23,Spain,39,Female,Tablet,1 Month
1055,Basic,23-10-22,01-07-23,Italy,47,Male,Smartphone,1 Month
1056,Premium,27-10-22,02-07-23,Spain,36,Female,Tablet,1 Month
1057,Standard,29-10-22,02-07-23,Spain,42,Female,Tablet,1 Month
1058,Basic,05-11-22,02-07-23,United States,28,Female,Smart TV,1 Month
1059,Standard,07-11-22,02-07-23,Canada,43,Male,Tablet,1 Month
1060,Premium,08-11-22,02-07-23,United States,50,Female,Laptop,1 Month
1061,Basic,09-11-22,01-07-23,United States,30,Female,Tablet,1 Month
1062,Premium,10-11-22,03-07-23,Canada,34,Female,Laptop,1 Month
1063,Standard,02-11-22,03-07-23,United Kingdom,35,Female,Laptop,1 Month
1064,Basic,31-10-22,02-07-23,Australia,29,Male,Tablet,1 Month
1065,Standard,29-10-22,02-07-23,Germany,33,Male,Smart TV,1 Month
1066,Premium,22-10-22,03-07-23,France,47,Male,Laptop,1 Month
1067,Basic,20-10-22,02-07-23,Brazil,32,Female,Tablet,1 Month
1068,Standard,21-10-22,04-07-23,Mexico,34,Female,Tablet,1 Month
1069,Premium,10-10-22,02-07-23,Spain,46,Male,Smart TV,1 Month
1070,Basic,06-09-22,03-07-23,Italy,31,Male,Tablet,1 Month
1071,Premium,06-09-22,03-07-23,Spain,40,Female,Tablet,1 Month
1072,Basic,13-08-22,03-07-23,Spain,38,Female,Tablet,1 Month
1073,Standard,13-08-22,01-07-23,United States,31,Male,Smart TV,1 Month
1074,Standard,13-08-22,02-07-23,Canada,46,Female,Smartphone,1 Month
1075,Basic,06-08-22,03-07-23,United States,43,Male,Smart TV,1 Month
1076,Premium,06-08-22,03-07-23,United States,38,Female,Laptop,1 Month
1077,Basic,22-07-22,30-06-23,Canada,38,Female,Laptop,1 Month
1078,Standard,17-07-22,02-07-23,United Kingdom,27,Male,Laptop,1 Month
1079,Premium,09-07-22,02-07-23,Australia,49,Female,Tablet,1 Month
1080,Basic,04-07-22,03-07-23,Germany,33,Male,Smartphone,1 Month
1081,Premium,27-06-22,30-06-23,France,40,Female,Smartphone,1 Month
1082,Basic,28-06-22,02-07-23,Brazil,27,Male,Tablet,1 Month
1083,Standard,28-06-22,02-07-23,Mexico,28,Female,Laptop,1 Month
1084,Standard,29-06-22,03-07-23,Spain,30,Male,Smartphone,1 Month
1085,Basic,29-06-22,30-06-23,Italy,33,Female,Smartphone,1 Month
1086,Premium,26-06-22,01-07-23,Spain,51,Female,Tablet,1 Month
1087,Basic,26-06-22,03-07-23,Spain,51,Male,Tablet,1 Month
1088,Standard,26-06-22,02-07-23,United States,50,Female,Smartphone,1 Month
1089,Premium,24-06-22,30-06-23,Canada,46,Female,Tablet,1 Month
1090,Basic,25-06-22,02-07-23,United States,31,Male,Smart TV,1 Month
1091,Premium,20-06-22,03-07-23,United States,46,Female,Smartphone,1 Month
1092,Basic,21-06-22,02-07-23,Canada,41,Male,Smart TV,1 Month
1093,Standard,20-06-22,02-07-23,United Kingdom,36,Male,Smartphone,1 Month
1094,Standard,22-06-22,02-07-23,Australia,45,Female,Tablet,1 Month
1095,Basic,24-06-22,03-07-23,Germany,36,Male,Smartphone,1 Month
1096,Premium,30-06-22,02-07-23,France,28,Male,Smartphone,1 Month
1097,Basic,03-07-22,02-07-23,Brazil,45,Female,Smartphone,1 Month
1098,Standard,04-07-22,02-07-23,Mexico,39,Female,Smartphone,1 Month
1099,Premium,08-07-22,02-07-23,Spain,51,Female,Laptop,1 Month
1100,Basic,19-07-22,01-07-23,Italy,37,Male,Laptop,1 Month
1101,Premium,21-07-22,01-07-23,Spain,33,Female,Tablet,1 Month
1102,Basic,27-07-22,03-07-23,Spain,32,Female,Smartphone,1 Month
1103,Standard,02-08-22,01-07-23,United States,49,Female,Tablet,1 Month
1104,Standard,09-08-22,03-07-23,Canada,37,Female,Smart TV,1 Month
1105,Basic,21-08-22,01-07-23,United States,39,Male,Tablet,1 Month
1106,Premium,29-08-22,04-07-23,United States,37,Male,Smart TV,1 Month
1107,Basic,31-08-22,01-07-23,Canada,36,Female,Smart TV,1 Month
1108,Standard,02-09-22,03-07-23,United Kingdom,34,Male,Laptop,1 Month
1109,Premium,04-09-22,01-07-23,Australia,51,Female,Smartphone,1 Month
